,query,value,query_type,state,date
456,sperry movie house,9,top,MI,2023-07-01 2023-07-02
457,drive in movie theatre,9,top,MI,2023-07-01 2023-07-02
458,the car movie,9,top,MI,2023-07-01 2023-07-02
459,super mario bros movie,7,top,MI,2023-07-01 2023-07-02
460,oppenheimer movie,7,top,MI,2023-07-01 2023-07-02
461,nimona movie,6,top,MI,2023-07-01 2023-07-02
462,drive in movie theater,6,top,MI,2023-07-01 2023-07-02
463,birch run movie theater,5,top,MI,2023-07-01 2023-07-02
464,nimona movie,41750,rising,MI,2023-07-01 2023-07-02
465,emagine saline,25100,rising,MI,2023-07-01 2023-07-02
466,champions movie,13950,rising,MI,2023-07-01 2023-07-02
467,dungeons and dragons movie,250,rising,MI,2023-07-01 2023-07-02
468,sperry movie house,250,rising,MI,2023-07-01 2023-07-02
469,birch run movie theater,130,rising,MI,2023-07-01 2023-07-02
470,titanic movie,120,rising,MI,2023-07-01 2023-07-02
471,the car movie,110,rising,MI,2023-07-01 2023-07-02
472,super mario movie,60,rising,MI,2023-07-01 2023-07-02
473,mario movie,50,rising,MI,2023-07-01 2023-07-02
474,movie theater near me,50,rising,MI,2023-07-01 2023-07-02
475,drive in movie theater,40,rising,MI,2023-07-01 2023-07-02
476,movie theater,100,top,MN,2023-07-01 2023-07-02
477,barbie movie,34,top,MN,2023-07-01 2023-07-02
478,movie theaters,24,top,MN,2023-07-01 2023-07-02
479,mario movie,23,top,MN,2023-07-01 2023-07-02
480,movie theaters near me,13,top,MN,2023-07-01 2023-07-02
481,drive in movie theater,10,top,MN,2023-07-01 2023-07-02
482,elemental,10,top,MN,2023-07-01 2023-07-02
483,elemental movie,8,top,MN,2023-07-01 2023-07-02
484,no hard feelings movie,6,top,MN,2023-07-01 2023-07-02
485,the car movie,6,top,MN,2023-07-01 2023-07-02
486,kraken movie,5,top,MN,2023-07-01 2023-07-02
487,oppenheimer movie,5,top,MN,2023-07-01 2023-07-02
488,monticello movie theater,5,top,MN,2023-07-01 2023-07-02
489,barbie movie release date,4,top,MN,2023-07-01 2023-07-02
490,dungeons and dragons movie,3,top,MN,2023-07-01 2023-07-02
491,detroit lakes movie theater,2,top,MN,2023-07-01 2023-07-02
492,new ulm movie theater,2,top,MN,2023-07-01 2023-07-02
493,drive in movie theater,121250,rising,MN,2023-07-01 2023-07-02
494,the car movie,66650,rising,MN,2023-07-01 2023-07-02
495,kraken movie,61900,rising,MN,2023-07-01 2023-07-02
496,barbie movie release date,50300,rising,MN,2023-07-01 2023-07-02
497,detroit lakes movie theater,27550,rising,MN,2023-07-01 2023-07-02
498,elemental,120,rising,MN,2023-07-01 2023-07-02
499,monticello movie theater,70,rising,MN,2023-07-01 2023-07-02
500,movie theaters near me,40,rising,MN,2023-07-01 2023-07-02
501,barbie movie,100,top,MS,2023-07-01 2023-07-02
502,movie theater near me,72,top,MS,2023-07-01 2023-07-02
503,elemental movie,63,top,MS,2023-07-01 2023-07-02
504,cinnamon movie,22,top,MS,2023-07-01 2023-07-02
505,elemental movie,140,rising,MS,2023-07-01 2023-07-02
506,barbie movie,100,top,MO,2023-07-01 2023-07-02
507,mario movie,57,top,MO,2023-07-01 2023-07-02
508,movie theaters near me,40,top,MO,2023-07-01 2023-07-02
509,elemental movie,30,top,MO,2023-07-01 2023-07-02
510,dungeons and dragons movie,23,top,MO,2023-07-01 2023-07-02
511,independence day movie,23,top,MO,2023-07-01 2023-07-02
512,super mario movie,22,top,MO,2023-07-01 2023-07-02
513,titanic movie,19,top,MO,2023-07-01 2023-07-02
514,no hard feelings movie,19,top,MO,2023-07-01 2023-07-02
515,past lives movie,17,top,MO,2023-07-01 2023-07-02
516,oppenheimer movie,16,top,MO,2023-07-01 2023-07-02
517,barbie movie 2023,14,top,MO,2023-07-01 2023-07-02
518,new indiana jones movie,12,top,MO,2023-07-01 2023-07-02
519,b&b theaters,10,top,MO,2023-07-01 2023-07-02
520,the car movie,7,top,MO,2023-07-01 2023-07-02
521,123moviesfree,5,top,MO,2023-07-01 2023-07-02
522,independence day movie,83400,rising,MO,2023-07-01 2023-07-02
523,past lives movie,62050,rising,MO,2023-07-01 2023-07-02
524,123moviesfree,20050,rising,MO,2023-07-01 2023-07-02
525,dungeons and dragons movie,250,rising,MO,2023-07-01 2023-07-02
526,no hard feelings movie,140,rising,MO,2023-07-01 2023-07-02
527,barbie movie,100,top,MT,2023-07-01 2023-07-02
528,mario movie,100,top,NE,2023-07-01 2023-07-02
529,barbie movie,89,top,NE,2023-07-01 2023-07-02
530,titanic movie,23,top,NE,2023-07-01 2023-07-02
531,movie theater,100,top,NV,2023-07-01 2023-07-02
532,barbie movie,68,top,NV,2023-07-01 2023-07-02
533,mario movie,31,top,NV,2023-07-01 2023-07-02
534,elemental movie,24,top,NV,2023-07-01 2023-07-02
535,movie theater las vegas,18,top,NV,2023-07-01 2023-07-02
536,when does the barbie movie come out,16,top,NV,2023-07-01 2023-07-02
537,past lives movie,13,top,NV,2023-07-01 2023-07-02
538,super mario movie,13,top,NV,2023-07-01 2023-07-02
539,barbie movie 2023,11,top,NV,2023-07-01 2023-07-02
540,movie theaters near me,9,top,NV,2023-07-01 2023-07-02
541,titanic movie,9,top,NV,2023-07-01 2023-07-02
542,barbie movie release date,6,top,NV,2023-07-01 2023-07-02
543,when does the barbie movie come out,115200,rising,NV,2023-07-01 2023-07-02
544,super mario movie,89250,rising,NV,2023-07-01 2023-07-02
545,barbie movie release date,44250,rising,NV,2023-07-01 2023-07-02
546,mario movie,70,rising,NV,2023-07-01 2023-07-02
547,movie theaters near me,100,top,NH,2023-07-01 2023-07-02
548,super mario movie,84,top,NH,2023-07-01 2023-07-02
549,elemental movie,33,top,NH,2023-07-01 2023-07-02
550,movie theaters near me,299800,rising,NH,2023-07-01 2023-07-02
551,super mario movie,250650,rising,NH,2023-07-01 2023-07-02
552,movies,100,top,NJ,2023-07-01 2023-07-02
553,movie theater,83,top,NJ,2023-07-01 2023-07-02
554,barbie movie,66,top,NJ,2023-07-01 2023-07-02
555,mario movie,36,top,NJ,2023-07-01 2023-07-02
556,elemental movie,19,top,NJ,2023-07-01 2023-07-02
557,super mario movie,15,top,NJ,2023-07-01 2023-07-02
558,movie theater near me,15,top,NJ,2023-07-01 2023-07-02
559,elemental,14,top,NJ,2023-07-01 2023-07-02
560,the car movie,13,top,NJ,2023-07-01 2023-07-02
561,no hard feelings movie,12,top,NJ,2023-07-01 2023-07-02
562,movie theaters near me,12,top,NJ,2023-07-01 2023-07-02
563,barbie movie 2023,11,top,NJ,2023-07-01 2023-07-02
564,oppenheimer movie,11,top,NJ,2023-07-01 2023-07-02
565,oppenheimer,11,top,NJ,2023-07-01 2023-07-02
566,sound of freedom movie,10,top,NJ,2023-07-01 2023-07-02
567,titanic movie,9,top,NJ,2023-07-01 2023-07-02
568,past lives movie,8,top,NJ,2023-07-01 2023-07-02
569,the flash movie,7,top,NJ,2023-07-01 2023-07-02
570,mario bros movie,7,top,NJ,2023-07-01 2023-07-02
571,barbie movie release date,7,top,NJ,2023-07-01 2023-07-02
572,blackberry movie,6,top,NJ,2023-07-01 2023-07-02
573,fnaf movie,6,top,NJ,2023-07-01 2023-07-02
574,little mermaid,6,top,NJ,2023-07-01 2023-07-02
575,nimona movie,5,top,NJ,2023-07-01 2023-07-02
576,closter movie theater,4,top,NJ,2023-07-01 2023-07-02
577,closter movie theater,29950,rising,NJ,2023-07-01 2023-07-02
578,madagascar movie,24050,rising,NJ,2023-07-01 2023-07-02
579,sounds of freedom movie,22300,rising,NJ,2023-07-01 2023-07-02
580,the car movie,450,rising,NJ,2023-07-01 2023-07-02
581,sound of freedom movie,200,rising,NJ,2023-07-01 2023-07-02
582,blackberry movie,190,rising,NJ,2023-07-01 2023-07-02
583,elemental,110,rising,NJ,2023-07-01 2023-07-02
584,elemental movie,60,rising,NJ,2023-07-01 2023-07-02
585,no hard feelings movie,40,rising,NJ,2023-07-01 2023-07-02
586,barbie movie 2023,40,rising,NJ,2023-07-01 2023-07-02
587,jennifer lawrence new movie,40,rising,NJ,2023-07-01 2023-07-02
588,mario movie,100,top,NM,2023-07-01 2023-07-02
589,barbie movie,76,top,NM,2023-07-01 2023-07-02
590,movie theaters near me,33,top,NM,2023-07-01 2023-07-02
591,movie theater,100,top,NY,2023-07-01 2023-07-02
592,movies,92,top,NY,2023-07-01 2023-07-02
593,new movie,83,top,NY,2023-07-01 2023-07-02
594,barbie movie,61,top,NY,2023-07-01 2023-07-02
595,mario movie,28,top,NY,2023-07-01 2023-07-02
596,elemental,19,top,NY,2023-07-01 2023-07-02
597,elemental movie,19,top,NY,2023-07-01 2023-07-02
598,movie showtimes,19,top,NY,2023-07-01 2023-07-02
599,past lives movie,15,top,NY,2023-07-01 2023-07-02
600,flash movie,14,top,NY,2023-07-01 2023-07-02
601,super mario movie,13,top,NY,2023-07-01 2023-07-02
602,oppenheimer movie,13,top,NY,2023-07-01 2023-07-02
603,drive in movie,13,top,NY,2023-07-01 2023-07-02
604,no hard feelings movie,12,top,NY,2023-07-01 2023-07-02
605,no hard feelings,12,top,NY,2023-07-01 2023-07-02
606,scary movie,11,top,NY,2023-07-01 2023-07-02
607,brooklyn movie,10,top,NY,2023-07-01 2023-07-02
608,titanic movie,9,top,NY,2023-07-01 2023-07-02
609,barbie movie 2023,9,top,NY,2023-07-01 2023-07-02
610,the flash movie,9,top,NY,2023-07-01 2023-07-02
611,movie theater near me,8,top,NY,2023-07-01 2023-07-02
612,movie tavern,7,top,NY,2023-07-01 2023-07-02
613,drive in movie theater,7,top,NY,2023-07-01 2023-07-02
614,kraken movie,6,top,NY,2023-07-01 2023-07-02
615,the car movie,6,top,NY,2023-07-01 2023-07-02
616,prime video,20150,rising,NY,2023-07-01 2023-07-02
617,jezebel movie,16950,rising,NY,2023-07-01 2023-07-02
618,wes anderson new movie,15800,rising,NY,2023-07-01 2023-07-02
619,war games movie,14150,rising,NY,2023-07-01 2023-07-02
620,arrival movie,13450,rising,NY,2023-07-01 2023-07-02
621,the plague movie,10900,rising,NY,2023-07-01 2023-07-02
622,focus movie,9100,rising,NY,2023-07-01 2023-07-02
623,barbie movie rating,8350,rising,NY,2023-07-01 2023-07-02
624,greenland movie,7350,rising,NY,2023-07-01 2023-07-02
625,salt movie,5950,rising,NY,2023-07-01 2023-07-02
626,the car movie,250,rising,NY,2023-07-01 2023-07-02
627,kraken movie,190,rising,NY,2023-07-01 2023-07-02
628,independence day movie,190,rising,NY,2023-07-01 2023-07-02
629,alamo drafthouse,160,rising,NY,2023-07-01 2023-07-02
630,jaws movie,150,rising,NY,2023-07-01 2023-07-02
631,my fault movie,100,rising,NY,2023-07-01 2023-07-02
632,movie theatre near me,90,rising,NY,2023-07-01 2023-07-02
633,rotten tomatoes,90,rising,NY,2023-07-01 2023-07-02
634,sound of freedom movie,80,rising,NY,2023-07-01 2023-07-02
635,new indiana jones movie,80,rising,NY,2023-07-01 2023-07-02
636,elemental,60,rising,NY,2023-07-01 2023-07-02
637,super mario bros movie,50,rising,NY,2023-07-01 2023-07-02
638,elemental movie,50,rising,NY,2023-07-01 2023-07-02
639,blackberry movie,50,rising,NY,2023-07-01 2023-07-02
640,movie theater,100,top,NC,2023-07-01 2023-07-02
641,movies,93,top,NC,2023-07-01 2023-07-02
642,barbie movie,47,top,NC,2023-07-01 2023-07-02
643,mario movie,29,top,NC,2023-07-01 2023-07-02
644,movie theater near me,26,top,NC,2023-07-01 2023-07-02
645,flash movie,15,top,NC,2023-07-01 2023-07-02
646,elemental movie,13,top,NC,2023-07-01 2023-07-02
647,super mario movie,12,top,NC,2023-07-01 2023-07-02
648,amc,12,top,NC,2023-07-01 2023-07-02
649,no hard feelings,11,top,NC,2023-07-01 2023-07-02
650,scary movie,11,top,NC,2023-07-01 2023-07-02
651,the flash movie,10,top,NC,2023-07-01 2023-07-02
652,movie theaters near me,9,top,NC,2023-07-01 2023-07-02
653,oppenheimer movie,9,top,NC,2023-07-01 2023-07-02
654,nimona movie,9,top,NC,2023-07-01 2023-07-02
655,new indiana jones movie,9,top,NC,2023-07-01 2023-07-02
656,air movie,8,top,NC,2023-07-01 2023-07-02
657,barbie movie 2023,8,top,NC,2023-07-01 2023-07-02
658,sound of freedom movie,8,top,NC,2023-07-01 2023-07-02
659,past lives movie,7,top,NC,2023-07-01 2023-07-02
660,no hard feelings movie,7,top,NC,2023-07-01 2023-07-02
661,barbie movie release date,6,top,NC,2023-07-01 2023-07-02
662,super mario bros movie,6,top,NC,2023-07-01 2023-07-02
663,new barbie movie,6,top,NC,2023-07-01 2023-07-02
664,new movies 2023,5,top,NC,2023-07-01 2023-07-02
665,nimona movie,200,rising,NC,2023-07-01 2023-07-02
666,new movies 2023,200,rising,NC,2023-07-01 2023-07-02
667,barbie movie release date,50,rising,NC,2023-07-01 2023-07-02
668,super mario bros movie,50,rising,NC,2023-07-01 2023-07-02
669,barbie movie,100,top,ND,2023-07-01 2023-07-02
670,barbie movie,100,top,OH,2023-07-01 2023-07-02
671,movie theaters,90,top,OH,2023-07-01 2023-07-02
672,mario movie,64,top,OH,2023-07-01 2023-07-02
673,drive in movie,60,top,OH,2023-07-01 2023-07-02
674,movie theaters near me,53,top,OH,2023-07-01 2023-07-02
675,drive in movie theater,39,top,OH,2023-07-01 2023-07-02
676,super mario movie,36,top,OH,2023-07-01 2023-07-02
677,movie showtimes,35,top,OH,2023-07-01 2023-07-02
678,titanic,29,top,OH,2023-07-01 2023-07-02
679,elemental movie,27,top,OH,2023-07-01 2023-07-02
680,new indiana jones movie,24,top,OH,2023-07-01 2023-07-02
681,movie theater near me,24,top,OH,2023-07-01 2023-07-02
682,the car movie,23,top,OH,2023-07-01 2023-07-02
683,sound of freedom movie,21,top,OH,2023-07-01 2023-07-02
684,titanic movie,20,top,OH,2023-07-01 2023-07-02
685,no hard feelings,19,top,OH,2023-07-01 2023-07-02
686,flash movie,19,top,OH,2023-07-01 2023-07-02
687,kraken movie,16,top,OH,2023-07-01 2023-07-02
688,air movie,16,top,OH,2023-07-01 2023-07-02
689,oppenheimer movie,15,top,OH,2023-07-01 2023-07-02
690,no hard feelings movie,15,top,OH,2023-07-01 2023-07-02
691,fnaf movie,14,top,OH,2023-07-01 2023-07-02
692,the flash movie,14,top,OH,2023-07-01 2023-07-02
693,barbie movie 2023,13,top,OH,2023-07-01 2023-07-02
694,past lives movie,12,top,OH,2023-07-01 2023-07-02
695,jaws movie,44150,rising,OH,2023-07-01 2023-07-02
696,nimona movie,38350,rising,OH,2023-07-01 2023-07-02
697,hypnotic movie,33300,rising,OH,2023-07-01 2023-07-02
698,when does the barbie movie come out,22000,rising,OH,2023-07-01 2023-07-02
699,flight movie,19950,rising,OH,2023-07-01 2023-07-02
700,tiffin movie theater,17300,rising,OH,2023-07-01 2023-07-02
701,dungeons and dragons movie,14300,rising,OH,2023-07-01 2023-07-02
702,65 movie,12250,rising,OH,2023-07-01 2023-07-02
703,how long is the new indiana jones movie,7550,rising,OH,2023-07-01 2023-07-02
704,kraken movie,350,rising,OH,2023-07-01 2023-07-02
705,new indiana jones movie,150,rising,OH,2023-07-01 2023-07-02
706,the car movie,150,rising,OH,2023-07-01 2023-07-02
707,fmovies,120,rising,OH,2023-07-01 2023-07-02
708,titanic,70,rising,OH,2023-07-01 2023-07-02
709,no hard feelings,50,rising,OH,2023-07-01 2023-07-02
710,my fault movie,50,rising,OH,2023-07-01 2023-07-02
711,drive in movie,50,rising,OH,2023-07-01 2023-07-02
712,sound of freedom movie,40,rising,OH,2023-07-01 2023-07-02
713,barbie movie,100,top,OK,2023-07-01 2023-07-02
714,mario movie,87,top,OK,2023-07-01 2023-07-02
715,sound of freedom movie,50,top,OK,2023-07-01 2023-07-02
716,super mario movie,36,top,OK,2023-07-01 2023-07-02
717,movie theater near me,29,top,OK,2023-07-01 2023-07-02
718,no hard feelings movie,24,top,OK,2023-07-01 2023-07-02
719,past lives movie,19,top,OK,2023-07-01 2023-07-02
720,the machine movie,11,top,OK,2023-07-01 2023-07-02
721,sound of freedom movie,154700,rising,OK,2023-07-01 2023-07-02
722,past lives movie,60600,rising,OK,2023-07-01 2023-07-02
723,movie theater near me,80,rising,OK,2023-07-01 2023-07-02
724,movie theater,100,top,OR,2023-07-01 2023-07-02
725,barbie movie,65,top,OR,2023-07-01 2023-07-02
726,mario movie,39,top,OR,2023-07-01 2023-07-02
727,past lives movie,22,top,OR,2023-07-01 2023-07-02
728,oppenheimer movie,19,top,OR,2023-07-01 2023-07-02
729,elemental movie,13,top,OR,2023-07-01 2023-07-02
730,movie theaters near me,8,top,OR,2023-07-01 2023-07-02
731,movie theaters near me,47750,rising,OR,2023-07-01 2023-07-02
732,past lives movie,80,rising,OR,2023-07-01 2023-07-02
733,oppenheimer movie,50,rising,OR,2023-07-01 2023-07-02
734,mario movie,40,rising,OR,2023-07-01 2023-07-02
735,movie theater,100,top,PA,2023-07-01 2023-07-02
736,barbie movie,54,top,PA,2023-07-01 2023-07-02
737,mario movie,40,top,PA,2023-07-01 2023-07-02
738,movie tavern,28,top,PA,2023-07-01 2023-07-02
739,super mario movie,17,top,PA,2023-07-01 2023-07-02
740,elemental movie,14,top,PA,2023-07-01 2023-07-02
741,scary movie,14,top,PA,2023-07-01 2023-07-02
742,movie the car,13,top,PA,2023-07-01 2023-07-02
743,new indiana jones movie,12,top,PA,2023-07-01 2023-07-02
744,movie theater near me,11,top,PA,2023-07-01 2023-07-02
745,movie theaters near me,10,top,PA,2023-07-01 2023-07-02
746,oppenheimer movie,10,top,PA,2023-07-01 2023-07-02
747,super mario bros movie,9,top,PA,2023-07-01 2023-07-02
748,no hard feelings movie,9,top,PA,2023-07-01 2023-07-02
749,sound of freedom movie,8,top,PA,2023-07-01 2023-07-02
750,the flash movie,8,top,PA,2023-07-01 2023-07-02
751,jaws,8,top,PA,2023-07-01 2023-07-02
752,past lives movie,7,top,PA,2023-07-01 2023-07-02
753,movie tavern collegeville,7,top,PA,2023-07-01 2023-07-02
754,drive in movie theater,7,top,PA,2023-07-01 2023-07-02
755,asteroid city,7,top,PA,2023-07-01 2023-07-02
756,gettysburg movie,7,top,PA,2023-07-01 2023-07-02
757,barbie movie release date,7,top,PA,2023-07-01 2023-07-02
758,barbie movie 2023,6,top,PA,2023-07-01 2023-07-02
759,run rabbit run movie,6,top,PA,2023-07-01 2023-07-02
760,jaws,52050,rising,PA,2023-07-01 2023-07-02
761,jezebel movie,20850,rising,PA,2023-07-01 2023-07-02
762,blackberry movie,18250,rising,PA,2023-07-01 2023-07-02
763,movies out now,17250,rising,PA,2023-07-01 2023-07-02
764,dubois movie theater,15750,rising,PA,2023-07-01 2023-07-02
765,it ends with us movie,15000,rising,PA,2023-07-01 2023-07-02
766,annihilation movie,9900,rising,PA,2023-07-01 2023-07-02
767,regal cinemas,7150,rising,PA,2023-07-01 2023-07-02
768,movie the car,750,rising,PA,2023-07-01 2023-07-02
769,indiana jones 5,190,rising,PA,2023-07-01 2023-07-02
770,movie tavern exton,140,rising,PA,2023-07-01 2023-07-02
771,free movie websites,110,rising,PA,2023-07-01 2023-07-02
772,gettysburg movie,90,rising,PA,2023-07-01 2023-07-02
773,new indiana jones movie,70,rising,PA,2023-07-01 2023-07-02
774,the machine movie,60,rising,PA,2023-07-01 2023-07-02
775,dungeons and dragons movie,60,rising,PA,2023-07-01 2023-07-02
776,drive in movie theater,50,rising,PA,2023-07-01 2023-07-02
777,super mario bros movie,50,rising,PA,2023-07-01 2023-07-02
778,barbie movie,100,top,RI,2023-07-01 2023-07-02
779,movie theater,100,top,SC,2023-07-01 2023-07-02
780,barbie movie,47,top,SC,2023-07-01 2023-07-02
781,movie theater near me,25,top,SC,2023-07-01 2023-07-02
782,oppenheimer,14,top,SC,2023-07-01 2023-07-02
783,no hard feelings movie,13,top,SC,2023-07-01 2023-07-02
784,super mario movie,12,top,SC,2023-07-01 2023-07-02
785,barbie movie 2023,11,top,SC,2023-07-01 2023-07-02
786,elemental movie,9,top,SC,2023-07-01 2023-07-02
787,movie theaters near me,9,top,SC,2023-07-01 2023-07-02
788,oppenheimer movie,9,top,SC,2023-07-01 2023-07-02
789,the car movie,7,top,SC,2023-07-01 2023-07-02
790,nimona movie,6,top,SC,2023-07-01 2023-07-02
791,123movies,5,top,SC,2023-07-01 2023-07-02
792,sound of freedom,4,top,SC,2023-07-01 2023-07-02
793,past lives movie,3,top,SC,2023-07-01 2023-07-02
794,drive in movie near me,2,top,SC,2023-07-01 2023-07-02
795,barbie movie 2023,84700,rising,SC,2023-07-01 2023-07-02
796,123movies,34000,rising,SC,2023-07-01 2023-07-02
797,drive in movie near me,16250,rising,SC,2023-07-01 2023-07-02
798,nimona movie,60,rising,SC,2023-07-01 2023-07-02
799,oppenheimer,60,rising,SC,2023-07-01 2023-07-02
800,movie theater,100,top,TN,2023-07-01 2023-07-02
801,barbie movie,49,top,TN,2023-07-01 2023-07-02
802,mario movie,30,top,TN,2023-07-01 2023-07-02
803,movie theaters near me,25,top,TN,2023-07-01 2023-07-02
