,query,value,query_type,state,date
24974,retribution movie,24350,rising,MN,2023-07-23 2023-07-24
24975,talk to me movie,24200,rising,MN,2023-07-23 2023-07-24
24976,cambridge movie theater,23650,rising,MN,2023-07-23 2023-07-24
24977,oakdale movie theater,350,rising,MN,2023-07-23 2023-07-24
24978,woodbury 10,250,rising,MN,2023-07-23 2023-07-24
24979,monticello movie theater,120,rising,MN,2023-07-23 2023-07-24
24980,shakopee movie theater,80,rising,MN,2023-07-23 2023-07-24
24981,gran turismo movie,50,rising,MN,2023-07-23 2023-07-24
24982,barbie reviews,50,rising,MN,2023-07-23 2023-07-24
24983,alexandria movie theater,50,rising,MN,2023-07-23 2023-07-24
24984,123movies,50,rising,MN,2023-07-23 2023-07-24
24985,barbie movie,100,top,MS,2023-07-23 2023-07-24
24986,barbie,99,top,MS,2023-07-23 2023-07-24
24987,oppenheimer movie,18,top,MS,2023-07-23 2023-07-24
24988,movie theater near me,10,top,MS,2023-07-23 2023-07-24
24989,barbie movie 2023,10,top,MS,2023-07-23 2023-07-24
24990,madison movie theater,5,top,MS,2023-07-23 2023-07-24
24991,how long is the barbie movie,3,top,MS,2023-07-23 2023-07-24
24992,barbie movie,100,top,MO,2023-07-23 2023-07-24
24993,movie theater,37,top,MO,2023-07-23 2023-07-24
24994,oppenheimer movie,25,top,MO,2023-07-23 2023-07-24
24995,the barbie movie,21,top,MO,2023-07-23 2023-07-24
24996,sound of freedom movie,7,top,MO,2023-07-23 2023-07-24
24997,barbie movie 2023,6,top,MO,2023-07-23 2023-07-24
24998,mario movie,6,top,MO,2023-07-23 2023-07-24
24999,movie theaters near me,6,top,MO,2023-07-23 2023-07-24
25000,movie theater near me,6,top,MO,2023-07-23 2023-07-24
25001,how long is the barbie movie,5,top,MO,2023-07-23 2023-07-24
25002,barbie movie cast,4,top,MO,2023-07-23 2023-07-24
25003,barbie movie reviews,4,top,MO,2023-07-23 2023-07-24
25004,barbie movie near me,3,top,MO,2023-07-23 2023-07-24
25005,dua lipa barbie movie,2,top,MO,2023-07-23 2023-07-24
25006,elemental movie,2,top,MO,2023-07-23 2023-07-24
25007,barbie movie rating,2,top,MO,2023-07-23 2023-07-24
25008,des peres movie theater,2,top,MO,2023-07-23 2023-07-24
25009,ronnies movie theater,1,top,MO,2023-07-23 2023-07-24
25010,chesterfield movie theater,1,top,MO,2023-07-23 2023-07-24
25011,joplin movie theater,1,top,MO,2023-07-23 2023-07-24
25012,champions movie,1,top,MO,2023-07-23 2023-07-24
25013,blackberry movie,1,top,MO,2023-07-23 2023-07-24
25014,gran turismo movie,1,top,MO,2023-07-23 2023-07-24
25015,champions movie,26600,rising,MO,2023-07-23 2023-07-24
25016,gran turismo movie,23500,rising,MO,2023-07-23 2023-07-24
25017,dua lipa barbie movie,500,rising,MO,2023-07-23 2023-07-24
25018,barbie movie reviews,250,rising,MO,2023-07-23 2023-07-24
25019,joplin movie theater,200,rising,MO,2023-07-23 2023-07-24
25020,elemental movie,200,rising,MO,2023-07-23 2023-07-24
25021,movie theater near me,140,rising,MO,2023-07-23 2023-07-24
25022,blackberry movie,110,rising,MO,2023-07-23 2023-07-24
25023,des peres movie theater,110,rising,MO,2023-07-23 2023-07-24
25024,how long is the barbie movie,100,rising,MO,2023-07-23 2023-07-24
25025,barbie movie rating,50,rising,MO,2023-07-23 2023-07-24
25026,barbie movie,100,top,MT,2023-07-23 2023-07-24
25027,oppenheimer movie,21,top,MT,2023-07-23 2023-07-24
25028,bozeman movie theater,11,top,MT,2023-07-23 2023-07-24
25029,bozeman movie theater,110,rising,MT,2023-07-23 2023-07-24
25030,barbie movie,100,top,NE,2023-07-23 2023-07-24
25031,oppenheimer movie,23,top,NE,2023-07-23 2023-07-24
25032,the barbie movie,17,top,NE,2023-07-23 2023-07-24
25033,barbie movie cast,7,top,NE,2023-07-23 2023-07-24
25034,barbie movie 2023,5,top,NE,2023-07-23 2023-07-24
25035,super mario movie,2,top,NE,2023-07-23 2023-07-24
25036,barbie movie cast,400,rising,NE,2023-07-23 2023-07-24
25037,barbie movie,100,top,NV,2023-07-23 2023-07-24
25038,movie theater,33,top,NV,2023-07-23 2023-07-24
25039,oppenheimer movie,23,top,NV,2023-07-23 2023-07-24
25040,movies,20,top,NV,2023-07-23 2023-07-24
25041,the barbie movie,14,top,NV,2023-07-23 2023-07-24
25042,freedom movie,14,top,NV,2023-07-23 2023-07-24
25043,movie theaters,11,top,NV,2023-07-23 2023-07-24
25044,sound of freedom movie,9,top,NV,2023-07-23 2023-07-24
25045,barbie movie 2023,7,top,NV,2023-07-23 2023-07-24
25046,scary movie,4,top,NV,2023-07-23 2023-07-24
25047,cannery movie theater,3,top,NV,2023-07-23 2023-07-24
25048,how long is the barbie movie,3,top,NV,2023-07-23 2023-07-24
25049,super mario movie,3,top,NV,2023-07-23 2023-07-24
25050,aliante movie theater,2,top,NV,2023-07-23 2023-07-24
25051,suncoast movie theater,1,top,NV,2023-07-23 2023-07-24
25052,dua lipa barbie movie,1,top,NV,2023-07-23 2023-07-24
25053,123movies,1,top,NV,2023-07-23 2023-07-24
25054,barbie movie box office,1,top,NV,2023-07-23 2023-07-24
25055,cannery movie theater,82750,rising,NV,2023-07-23 2023-07-24
25056,how long is the barbie movie,72500,rising,NV,2023-07-23 2023-07-24
25057,suncoast movie theater,32550,rising,NV,2023-07-23 2023-07-24
25058,dua lipa barbie movie,30800,rising,NV,2023-07-23 2023-07-24
25059,123movies,29600,rising,NV,2023-07-23 2023-07-24
25060,aliante movie theater,180,rising,NV,2023-07-23 2023-07-24
25061,scary movie,120,rising,NV,2023-07-23 2023-07-24
25062,freedom movie,70,rising,NV,2023-07-23 2023-07-24
25063,sound of freedom movie,40,rising,NV,2023-07-23 2023-07-24
25064,barbie movie,100,top,NH,2023-07-23 2023-07-24
25065,oppenheimer movie,26,top,NH,2023-07-23 2023-07-24
25066,movie theaters near me,11,top,NH,2023-07-23 2023-07-24
25067,barbie movie 2023,8,top,NH,2023-07-23 2023-07-24
25068,drive in movie theater,4,top,NH,2023-07-23 2023-07-24
25069,drive in movie theater,95750,rising,NH,2023-07-23 2023-07-24
25070,movie theaters near me,120,rising,NH,2023-07-23 2023-07-24
25071,barbie movie,100,top,NJ,2023-07-23 2023-07-24
25072,movie theater,26,top,NJ,2023-07-23 2023-07-24
25073,the barbie movie,15,top,NJ,2023-07-23 2023-07-24
25074,freedom movie,9,top,NJ,2023-07-23 2023-07-24
25075,barbie movie 2023,7,top,NJ,2023-07-23 2023-07-24
25076,sound of freedom movie,7,top,NJ,2023-07-23 2023-07-24
25077,how long is barbie movie,4,top,NJ,2023-07-23 2023-07-24
25078,barbie movie reviews,3,top,NJ,2023-07-23 2023-07-24
25079,drive movie,3,top,NJ,2023-07-23 2023-07-24
25080,new barbie movie,3,top,NJ,2023-07-23 2023-07-24
25081,barbie movie near me,3,top,NJ,2023-07-23 2023-07-24
25082,scary movie,2,top,NJ,2023-07-23 2023-07-24
25083,movie theater near me,2,top,NJ,2023-07-23 2023-07-24
25084,dua lipa barbie movie,2,top,NJ,2023-07-23 2023-07-24
25085,mario movie,2,top,NJ,2023-07-23 2023-07-24
25086,how long is the barbie movie,2,top,NJ,2023-07-23 2023-07-24
25087,barbie showtimes,2,top,NJ,2023-07-23 2023-07-24
25088,movie theaters near me,2,top,NJ,2023-07-23 2023-07-24
25089,drive in movie,2,top,NJ,2023-07-23 2023-07-24
25090,secaucus movie theater,2,top,NJ,2023-07-23 2023-07-24
25091,wildflower movie,2,top,NJ,2023-07-23 2023-07-24
25092,barbie movie rotten tomatoes,2,top,NJ,2023-07-23 2023-07-24
25093,barbie movie rating,2,top,NJ,2023-07-23 2023-07-24
25094,barbie movie times,1,top,NJ,2023-07-23 2023-07-24
25095,super mario movie,1,top,NJ,2023-07-23 2023-07-24
25096,what is the barbie movie about,22800,rising,NJ,2023-07-23 2023-07-24
25097,sounds of freedom movie,15600,rising,NJ,2023-07-23 2023-07-24
25098,hazlet movie theater,12150,rising,NJ,2023-07-23 2023-07-24
25099,pixels movie,12050,rising,NJ,2023-07-23 2023-07-24
25100,dua lipa barbie movie,650,rising,NJ,2023-07-23 2023-07-24
25101,wildflower movie,450,rising,NJ,2023-07-23 2023-07-24
25102,ariana greenblatt,250,rising,NJ,2023-07-23 2023-07-24
25103,barbie movie rotten tomatoes,250,rising,NJ,2023-07-23 2023-07-24
25104,oppenheimer movie length,140,rising,NJ,2023-07-23 2023-07-24
25105,super mario movie,110,rising,NJ,2023-07-23 2023-07-24
25106,fnaf movie,100,rising,NJ,2023-07-23 2023-07-24
25107,scary movie,80,rising,NJ,2023-07-23 2023-07-24
25108,oppenheimer movie review,80,rising,NJ,2023-07-23 2023-07-24
25109,secaucus movie theater,50,rising,NJ,2023-07-23 2023-07-24
25110,oppenheimer movie cast,50,rising,NJ,2023-07-23 2023-07-24
25111,drive movie,40,rising,NJ,2023-07-23 2023-07-24
25112,barbie movie,100,top,NM,2023-07-23 2023-07-24
25113,movie theater,29,top,NM,2023-07-23 2023-07-24
25114,oppenheimer movie,28,top,NM,2023-07-23 2023-07-24
25115,margot robbie,8,top,NM,2023-07-23 2023-07-24
25116,barbie movie 2023,7,top,NM,2023-07-23 2023-07-24
25117,movie theaters near me,6,top,NM,2023-07-23 2023-07-24
25118,movie theater albuquerque,5,top,NM,2023-07-23 2023-07-24
25119,how long is the barbie movie,3,top,NM,2023-07-23 2023-07-24
25120,dua lipa barbie movie,3,top,NM,2023-07-23 2023-07-24
25121,dua lipa barbie movie,71350,rising,NM,2023-07-23 2023-07-24
25122,margot robbie,600,rising,NM,2023-07-23 2023-07-24
25123,movie theaters near me,50,rising,NM,2023-07-23 2023-07-24
25124,barbie movie,100,top,NY,2023-07-23 2023-07-24
25125,movie theater,24,top,NY,2023-07-23 2023-07-24
25126,movie oppenheimer,23,top,NY,2023-07-23 2023-07-24
25127,the barbie movie,15,top,NY,2023-07-23 2023-07-24
25128,regal,7,top,NY,2023-07-23 2023-07-24
25129,freedom movie,6,top,NY,2023-07-23 2023-07-24
25130,barbie movie 2023,6,top,NY,2023-07-23 2023-07-24
25131,sound of freedom movie,5,top,NY,2023-07-23 2023-07-24
25132,movie times,4,top,NY,2023-07-23 2023-07-24
25133,how long is barbie movie,4,top,NY,2023-07-23 2023-07-24
25134,movie theatre,3,top,NY,2023-07-23 2023-07-24
25135,barbie movie amc,3,top,NY,2023-07-23 2023-07-24
25136,new barbie movie,3,top,NY,2023-07-23 2023-07-24
25137,how long is the barbie movie,3,top,NY,2023-07-23 2023-07-24
25138,barbie movie near me,3,top,NY,2023-07-23 2023-07-24
25139,barbie near me,3,top,NY,2023-07-23 2023-07-24
25140,barbie movie showtimes,3,top,NY,2023-07-23 2023-07-24
25141,mario movie,2,top,NY,2023-07-23 2023-07-24
25142,barbie movies,2,top,NY,2023-07-23 2023-07-24
25143,barbie movie nyc,2,top,NY,2023-07-23 2023-07-24
25144,regal movie theater,2,top,NY,2023-07-23 2023-07-24
25145,movie theater near me,2,top,NY,2023-07-23 2023-07-24
25146,movie tavern,2,top,NY,2023-07-23 2023-07-24
25147,drive in movie,2,top,NY,2023-07-23 2023-07-24
25148,barbie movie cast,2,top,NY,2023-07-23 2023-07-24
25149,pixels movie,13350,rising,NY,2023-07-23 2023-07-24
25150,sound of freedom full movie,12050,rising,NY,2023-07-23 2023-07-24
25151,cinema 123 by angelika,10750,rising,NY,2023-07-23 2023-07-24
25152,piranha movie,9750,rising,NY,2023-07-23 2023-07-24
25153,ratatouille movie,8750,rising,NY,2023-07-23 2023-07-24
25154,pearl harbor movie,7250,rising,NY,2023-07-23 2023-07-24
25155,terrifier,7000,rising,NY,2023-07-23 2023-07-24
25156,regal lynbrook,5050,rising,NY,2023-07-23 2023-07-24
25157,dobbs ferry movie theater,4300,rising,NY,2023-07-23 2023-07-24
25158,dua lipa barbie movie,450,rising,NY,2023-07-23 2023-07-24
25159,jfk movie,300,rising,NY,2023-07-23 2023-07-24
25160,linden movie theater,200,rising,NY,2023-07-23 2023-07-24
25161,barbie movie plot,190,rising,NY,2023-07-23 2023-07-24
25162,lincoln lawyer,170,rising,NY,2023-07-23 2023-07-24
25163,bratz movie,160,rising,NY,2023-07-23 2023-07-24
25164,barbie movie budget,120,rising,NY,2023-07-23 2023-07-24
25165,what is the barbie movie about,110,rising,NY,2023-07-23 2023-07-24
25166,barbie movie merch,110,rising,NY,2023-07-23 2023-07-24
25167,65 movie,100,rising,NY,2023-07-23 2023-07-24
25168,westbury movie theater,100,rising,NY,2023-07-23 2023-07-24
25169,burn movie,90,rising,NY,2023-07-23 2023-07-24
25170,talk to me movie,90,rising,NY,2023-07-23 2023-07-24
25171,red white and royal blue movie,90,rising,NY,2023-07-23 2023-07-24
25172,barbie movie length,70,rising,NY,2023-07-23 2023-07-24
25173,hampton bays movie theater,70,rising,NY,2023-07-23 2023-07-24
25174,barbie movie,100,top,NC,2023-07-23 2023-07-24
25175,movie theater,33,top,NC,2023-07-23 2023-07-24
25176,oppenheimer movie,23,top,NC,2023-07-23 2023-07-24
25177,movies,21,top,NC,2023-07-23 2023-07-24
25178,the barbie movie,19,top,NC,2023-07-23 2023-07-24
25179,freedom movie,11,top,NC,2023-07-23 2023-07-24
25180,movie theater near me,10,top,NC,2023-07-23 2023-07-24
25181,sound of freedom movie,9,top,NC,2023-07-23 2023-07-24
25182,movie theaters,9,top,NC,2023-07-23 2023-07-24
25183,barbie movie 2023,9,top,NC,2023-07-23 2023-07-24
25184,new barbie movie,6,top,NC,2023-07-23 2023-07-24
25185,mario movie,5,top,NC,2023-07-23 2023-07-24
25186,movie times,4,top,NC,2023-07-23 2023-07-24
25187,how long is the barbie movie,4,top,NC,2023-07-23 2023-07-24
25188,barbie movie near me,4,top,NC,2023-07-23 2023-07-24
25189,barbie movie showtimes,3,top,NC,2023-07-23 2023-07-24
25190,barbie movie reviews,3,top,NC,2023-07-23 2023-07-24
25191,movie theaters near me,3,top,NC,2023-07-23 2023-07-24
25192,the sound of freedom,2,top,NC,2023-07-23 2023-07-24
25193,barbie movie cast,2,top,NC,2023-07-23 2023-07-24
25194,barbie movie rating,2,top,NC,2023-07-23 2023-07-24
25195,barbie movie times,2,top,NC,2023-07-23 2023-07-24
25196,super mario movie,2,top,NC,2023-07-23 2023-07-24
25197,the flash movie,2,top,NC,2023-07-23 2023-07-24
25198,elemental movie,1,top,NC,2023-07-23 2023-07-24
25199,dua lipa barbie movie,34900,rising,NC,2023-07-23 2023-07-24
25200,cinemark movie bistro,30350,rising,NC,2023-07-23 2023-07-24
25201,retribution movie,20850,rising,NC,2023-07-23 2023-07-24
25202,asvins movie,17450,rising,NC,2023-07-23 2023-07-24
25203,movie theatres near me,14850,rising,NC,2023-07-23 2023-07-24
25204,mario movie,90,rising,NC,2023-07-23 2023-07-24
25205,wildflower movie,80,rising,NC,2023-07-23 2023-07-24
25206,barbie movie streaming,70,rising,NC,2023-07-23 2023-07-24
25207,sound of freedom full movie,50,rising,NC,2023-07-23 2023-07-24
25208,the sound of freedom,50,rising,NC,2023-07-23 2023-07-24
25209,palladium movie theater,50,rising,NC,2023-07-23 2023-07-24
25210,what is the barbie movie about,50,rising,NC,2023-07-23 2023-07-24
25211,barbie movie times,40,rising,NC,2023-07-23 2023-07-24
25212,north hills movie theater,40,rising,NC,2023-07-23 2023-07-24
25213,barbie movie length,40,rising,NC,2023-07-23 2023-07-24
25214,the outlaws movie,40,rising,NC,2023-07-23 2023-07-24
25215,sisu movie,40,rising,NC,2023-07-23 2023-07-24
25216,barbie movie,100,top,ND,2023-07-23 2023-07-24
25217,movie theaters near me,10,top,ND,2023-07-23 2023-07-24
25218,barbie movie,100,top,OH,2023-07-23 2023-07-24
25219,movie theater,37,top,OH,2023-07-23 2023-07-24
25220,oppenheimer movie,25,top,OH,2023-07-23 2023-07-24
25221,the barbie movie,22,top,OH,2023-07-23 2023-07-24
25222,movie theaters,12,top,OH,2023-07-23 2023-07-24
25223,freedom movie,10,top,OH,2023-07-23 2023-07-24
25224,drive in movie,9,top,OH,2023-07-23 2023-07-24
25225,barbie movie 2023,9,top,OH,2023-07-23 2023-07-24
25226,sound of freedom movie,8,top,OH,2023-07-23 2023-07-24
25227,drive in movie theater,7,top,OH,2023-07-23 2023-07-24
25228,movie theaters near me,6,top,OH,2023-07-23 2023-07-24
25229,movie times,6,top,OH,2023-07-23 2023-07-24
25230,mario movie,5,top,OH,2023-07-23 2023-07-24
25231,new barbie movie,5,top,OH,2023-07-23 2023-07-24
25232,barbie movie cast,4,top,OH,2023-07-23 2023-07-24
25233,movie theater near me,3,top,OH,2023-07-23 2023-07-24
25234,how long is the barbie movie,3,top,OH,2023-07-23 2023-07-24
25235,barbie movie showtimes,3,top,OH,2023-07-23 2023-07-24
25236,barbie movie trailer,3,top,OH,2023-07-23 2023-07-24
25237,barbie movie near me,3,top,OH,2023-07-23 2023-07-24
25238,barbie movie reviews,3,top,OH,2023-07-23 2023-07-24
25239,barbie movie rating,3,top,OH,2023-07-23 2023-07-24
25240,barbie showtimes,2,top,OH,2023-07-23 2023-07-24
25241,ken barbie movie,2,top,OH,2023-07-23 2023-07-24
25242,123movies,2,top,OH,2023-07-23 2023-07-24
25243,barbie movie controversy,29850,rising,OH,2023-07-23 2023-07-24
25244,anderson movie theater,14850,rising,OH,2023-07-23 2023-07-24
25245,next christopher nolan movie,10700,rising,OH,2023-07-23 2023-07-24
25246,elemental movie,350,rising,OH,2023-07-23 2023-07-24
25247,123movies,250,rising,OH,2023-07-23 2023-07-24
25248,superhero movie,200,rising,OH,2023-07-23 2023-07-24
25249,super mario movie,170,rising,OH,2023-07-23 2023-07-24
25250,dua lipa barbie movie,140,rising,OH,2023-07-23 2023-07-24
25251,barbie movie cast,110,rising,OH,2023-07-23 2023-07-24
25252,fall movie,70,rising,OH,2023-07-23 2023-07-24
25253,sound of freedom movie,60,rising,OH,2023-07-23 2023-07-24
25254,mario movie 2023,50,rising,OH,2023-07-23 2023-07-24
25255,the sound of freedom movie,40,rising,OH,2023-07-23 2023-07-24
25256,barbie movie length,40,rising,OH,2023-07-23 2023-07-24
25257,new barbie movie,40,rising,OH,2023-07-23 2023-07-24
25258,barbie movie,100,top,OK,2023-07-23 2023-07-24
25259,movie theater,39,top,OK,2023-07-23 2023-07-24
25260,oppenheimer movie,22,top,OK,2023-07-23 2023-07-24
25261,barbie movie 2023,8,top,OK,2023-07-23 2023-07-24
25262,movie theater near me,8,top,OK,2023-07-23 2023-07-24
25263,sound of freedom movie,7,top,OK,2023-07-23 2023-07-24
25264,mario movie,5,top,OK,2023-07-23 2023-07-24
25265,flix brewhouse,3,top,OK,2023-07-23 2023-07-24
25266,drive in movie,3,top,OK,2023-07-23 2023-07-24
25267,super mario movie,3,top,OK,2023-07-23 2023-07-24
25268,how long is the barbie movie,3,top,OK,2023-07-23 2023-07-24
25269,barbie movie cast,3,top,OK,2023-07-23 2023-07-24
25270,barbie movie reviews,2,top,OK,2023-07-23 2023-07-24
25271,barbie movie rating,2,top,OK,2023-07-23 2023-07-24
25272,dua lipa barbie movie,2,top,OK,2023-07-23 2023-07-24
25273,elemental movie,2,top,OK,2023-07-23 2023-07-24
25274,claremore movie theater,1,top,OK,2023-07-23 2023-07-24
25275,tinseltown okc,1,top,OK,2023-07-23 2023-07-24
25276,dua lipa barbie movie,45600,rising,OK,2023-07-23 2023-07-24
25277,flix brewhouse,180,rising,OK,2023-07-23 2023-07-24
25278,barbie movie reviews,100,rising,OK,2023-07-23 2023-07-24
25279,mario movie,50,rising,OK,2023-07-23 2023-07-24
25280,barbie movie,100,top,OR,2023-07-23 2023-07-24
25281,barbie,99,top,OR,2023-07-23 2023-07-24
25282,movie theater,29,top,OR,2023-07-23 2023-07-24
25283,oppenheimer movie,23,top,OR,2023-07-23 2023-07-24
25284,freedom movie,9,top,OR,2023-07-23 2023-07-24
25285,sound of freedom movie,8,top,OR,2023-07-23 2023-07-24
25286,mario movie,7,top,OR,2023-07-23 2023-07-24
25287,barbie movie 2023,7,top,OR,2023-07-23 2023-07-24
25288,barbie movie near me,2,top,OR,2023-07-23 2023-07-24
25289,barbie movie reviews,2,top,OR,2023-07-23 2023-07-24
25290,drive in movie,2,top,OR,2023-07-23 2023-07-24
25291,dua lipa barbie movie,1,top,OR,2023-07-23 2023-07-24
25292,barbie movie rating,1,top,OR,2023-07-23 2023-07-24
25293,barbie movie cast,1,top,OR,2023-07-23 2023-07-24
25294,sound of freedom movie,100,rising,OR,2023-07-23 2023-07-24
25295,mario movie,60,rising,OR,2023-07-23 2023-07-24
25296,dua lipa barbie movie,60,rising,OR,2023-07-23 2023-07-24
25297,barbie movie,100,top,PA,2023-07-23 2023-07-24
25298,movie theater,31,top,PA,2023-07-23 2023-07-24
25299,oppenheimer movie,27,top,PA,2023-07-23 2023-07-24
25300,the barbie movie,19,top,PA,2023-07-23 2023-07-24
25301,movie tavern,13,top,PA,2023-07-23 2023-07-24
25302,barbie movie 2023,8,top,PA,2023-07-23 2023-07-24
25303,amc,7,top,PA,2023-07-23 2023-07-24
25304,sound of freedom movie,6,top,PA,2023-07-23 2023-07-24
